module,implied_scale
mlp.down_proj,16.162006948943848
mlp.gate_proj,89.69655753432204
mlp.up_proj,66.05167064878688
self_attn.k_proj,3.9610291026664664
self_attn.o_proj,10.789562688332802
self_attn.q_proj,5.606329197909043
self_attn.v_proj,0.5111858667554648
